year,fips,locality,source,type,rate
2012,51195,Wise,OD Death,Fatal Fentanyl and/or Heroin Overdose,7.3
2012,51197,Wythe,OD Death,Fatal Fentanyl and/or Heroin Overdose,6.8
2012,51199,York,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51510,Alexandria,OD Death,Fatal Fentanyl and/or Heroin Overdose,1.4
2012,51520,Bristol,OD Death,Fatal Fentanyl and/or Heroin Overdose,5.7
2012,51530,Buena Vista City,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51540,Charlottesville,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51550,Chesapeake,OD Death,Fatal Fentanyl and/or Heroin Overdose,2.2
2012,51570,Colonial Heights,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51580,Covington,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51590,Danville,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51595,Emporia,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51600,Fairfax City,OD Death,Fatal Fentanyl and/or Heroin Overdose,4.3
2012,51610,Falls Church,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51620,Franklin City,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51630,Fredericksburg,OD Death,Fatal Fentanyl and/or Heroin Overdose,3.7
2012,51640,Galax,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51650,Hampton,OD Death,Fatal Fentanyl and/or Heroin Overdose,2.9
2012,51660,Harrisonburg,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51670,Hopewell,OD Death,Fatal Fentanyl and/or Heroin Overdose,4.5
2012,51678,Lexington,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51680,Lynchburg,OD Death,Fatal Fentanyl and/or Heroin Overdose,1.3
2012,51683,Manassas City,OD Death,Fatal Fentanyl and/or Heroin Overdose,7.4
2012,51685,Manassas Park,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51690,Martinsville,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51700,Newport News,OD Death,Fatal Fentanyl and/or Heroin Overdose,1.7
2012,51710,Norfolk,OD Death,Fatal Fentanyl and/or Heroin Overdose,5.3
2012,51720,Norton,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51730,Petersburg,OD Death,Fatal Fentanyl and/or Heroin Overdose,3.1
2012,51735,Poquoson,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51740,Portsmouth,OD Death,Fatal Fentanyl and/or Heroin Overdose,2.1
2012,51750,Radford,OD Death,Fatal Fentanyl and/or Heroin Overdose,6
2012,51760,Richmond City,OD Death,Fatal Fentanyl and/or Heroin Overdose,10.5
2012,51770,Roanoke City,OD Death,Fatal Fentanyl and/or Heroin Overdose,2.1
2012,51775,Salem,OD Death,Fatal Fentanyl and/or Heroin Overdose,4
2012,51790,Staunton,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51800,Suffolk,OD Death,Fatal Fentanyl and/or Heroin Overdose,2.3
2012,51810,Virginia Beach,OD Death,Fatal Fentanyl and/or Heroin Overdose,2.9
2012,51820,Waynesboro,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51830,Williamsburg,OD Death,Fatal Fentanyl and/or Heroin Overdose,0
2012,51840,Winchester,OD Death,Fatal Fentanyl and/or Heroin Overdose,11.2
2012,51001,Accomack,OD Death,Fatal Prescription Opioid Overdose,12
2012,51003,Albemarle,OD Death,Fatal Prescription Opioid Overdose,2
2012,51005,Alleghany,OD Death,Fatal Prescription Opioid Overdose,12.3
2012,51007,Amelia,OD Death,Fatal Prescription Opioid Overdose,7.8
2012,51009,Amherst,OD Death,Fatal Prescription Opioid Overdose,6.2
2012,51011,Appomattox,OD Death,Fatal Prescription Opioid Overdose,0
2012,51013,Arlington,OD Death,Fatal Prescription Opioid Overdose,2.7
2012,51015,Augusta,OD Death,Fatal Prescription Opioid Overdose,13.6
2012,51017,Bath,OD Death,Fatal Prescription Opioid Overdose,0
2012,51019,Bedford,OD Death,Fatal Prescription Opioid Overdose,5.3
2012,51021,Bland,OD Death,Fatal Prescription Opioid Overdose,0
2012,51023,Botetourt,OD Death,Fatal Prescription Opioid Overdose,3
2012,51025,Brunswick,OD Death,Fatal Prescription Opioid Overdose,0
2012,51027,Buchanan,OD Death,Fatal Prescription Opioid Overdose,46.1
2012,51029,Buckingham,OD Death,Fatal Prescription Opioid Overdose,0
2012,51031,Campbell,OD Death,Fatal Prescription Opioid Overdose,1.8
2012,51033,Caroline,OD Death,Fatal Prescription Opioid Overdose,0
2012,51035,Carroll,OD Death,Fatal Prescription Opioid Overdose,10
2012,51036,Charles City,OD Death,Fatal Prescription Opioid Overdose,0
2012,51037,Charlotte,OD Death,Fatal Prescription Opioid Overdose,0
2012,51041,Chesterfield,OD Death,Fatal Prescription Opioid Overdose,3.4
2012,51043,Clarke,OD Death,Fatal Prescription Opioid Overdose,7
2012,51045,Craig,OD Death,Fatal Prescription Opioid Overdose,0
2012,51047,Culpeper,OD Death,Fatal Prescription Opioid Overdose,4.2
2012,51049,Cumberland,OD Death,Fatal Prescription Opioid Overdose,0
2012,51051,Dickenson,OD Death,Fatal Prescription Opioid Overdose,31.9
2012,51053,Dinwiddie,OD Death,Fatal Prescription Opioid Overdose,0
2012,51057,Essex,OD Death,Fatal Prescription Opioid Overdose,0
2012,51059,Fairfax,OD Death,Fatal Prescription Opioid Overdose,3
2012,51061,Fauquier,OD Death,Fatal Prescription Opioid Overdose,4.5
2012,51063,Floyd,OD Death,Fatal Prescription Opioid Overdose,6.5
2012,51065,Fluvanna,OD Death,Fatal Prescription Opioid Overdose,0
2012,51067,Franklin County,OD Death,Fatal Prescription Opioid Overdose,8.9
2012,51069,Frederick,OD Death,Fatal Prescription Opioid Overdose,0
2012,51071,Giles,OD Death,Fatal Prescription Opioid Overdose,35.4
2012,51073,Gloucester,OD Death,Fatal Prescription Opioid Overdose,2.7
2012,51075,Goochland,OD Death,Fatal Prescription Opioid Overdose,4.7
2012,51077,Grayson,OD Death,Fatal Prescription Opioid Overdose,13.2
2012,51079,Greene,OD Death,Fatal Prescription Opioid Overdose,5.3
2012,51081,Greensville,OD Death,Fatal Prescription Opioid Overdose,0
2012,51083,Halifax,OD Death,Fatal Prescription Opioid Overdose,0
2012,51085,Hanover,OD Death,Fatal Prescription Opioid Overdose,3
2012,51087,Henrico,OD Death,Fatal Prescription Opioid Overdose,3.8
2012,51089,Henry,OD Death,Fatal Prescription Opioid Overdose,15.1
2012,51091,Highland,OD Death,Fatal Prescription Opioid Overdose,0
2012,51093,Isle of Wight,OD Death,Fatal Prescription Opioid Overdose,2.8
2012,51095,James City,OD Death,Fatal Prescription Opioid Overdose,1.4
2012,51097,King and Queen,OD Death,Fatal Prescription Opioid Overdose,0
2012,51099,King George,OD Death,Fatal Prescription Opioid Overdose,16.3
2012,51101,King William,OD Death,Fatal Prescription Opioid Overdose,6.3
2012,51103,Lancaster,OD Death,Fatal Prescription Opioid Overdose,0
2012,51105,Lee,OD Death,Fatal Prescription Opioid Overdose,15.7
2012,51107,Loudoun,OD Death,Fatal Prescription Opioid Overdose,2.4
2012,51109,Louisa,OD Death,Fatal Prescription Opioid Overdose,0
2012,51111,Lunenburg,OD Death,Fatal Prescription Opioid Overdose,0
2012,51113,Madison,OD Death,Fatal Prescription Opioid Overdose,15.2
2012,51115,Mathews,OD Death,Fatal Prescription Opioid Overdose,0
2012,51117,Mecklenburg,OD Death,Fatal Prescription Opioid Overdose,0
2012,51119,Middlesex,OD Death,Fatal Prescription Opioid Overdose,0
2012,51121,Montgomery,OD Death,Fatal Prescription Opioid Overdose,4.2
2012,51125,Nelson,OD Death,Fatal Prescription Opioid Overdose,6.7
2012,51127,New Kent,OD Death,Fatal Prescription Opioid Overdose,0
2012,51131,Northampton,OD Death,Fatal Prescription Opioid Overdose,0
2012,51133,Northumberland,OD Death,Fatal Prescription Opioid Overdose,16.2
2012,51135,Nottoway,OD Death,Fatal Prescription Opioid Overdose,6.3
2012,51137,Orange,OD Death,Fatal Prescription Opioid Overdose,8.8
2012,51139,Page,OD Death,Fatal Prescription Opioid Overdose,4.2
2012,51141,Patrick,OD Death,Fatal Prescription Opioid Overdose,0
2012,51143,Pittsylvania,OD Death,Fatal Prescription Opioid Overdose,1.6
2012,51145,Powhatan,OD Death,Fatal Prescription Opioid Overdose,0
2012,51147,Prince Edward,OD Death,Fatal Prescription Opioid Overdose,0
2012,51149,Prince George,OD Death,Fatal Prescription Opioid Overdose,0
2012,51153,Prince William,OD Death,Fatal Prescription Opioid Overdose,7.2
2012,51155,Pulaski,OD Death,Fatal Prescription Opioid Overdose,5.8
2012,51157,Rappahannock,OD Death,Fatal Prescription Opioid Overdose,13.4
2012,51159,Richmond County,OD Death,Fatal Prescription Opioid Overdose,0
2012,51161,Roanoke County,OD Death,Fatal Prescription Opioid Overdose,6.5
2012,51163,Rockbridge,OD Death,Fatal Prescription Opioid Overdose,0
2012,51165,Rockingham,OD Death,Fatal Prescription Opioid Overdose,1.3
2012,51167,Russell,OD Death,Fatal Prescription Opioid Overdose,24.6
2012,51169,Scott,OD Death,Fatal Prescription Opioid Overdose,0
2012,51171,Shenandoah,OD Death,Fatal Prescription Opioid Overdose,11.7
2012,51173,Smyth,OD Death,Fatal Prescription Opioid Overdose,15.8
2012,51175,Southampton,OD Death,Fatal Prescription Opioid Overdose,0
2012,51177,Spotsylvania,OD Death,Fatal Prescription Opioid Overdose,7.2
2012,51179,Stafford,OD Death,Fatal Prescription Opioid Overdose,4.5
2012,51181,Surry,OD Death,Fatal Prescription Opioid Overdose,0
2012,51183,Sussex,OD Death,Fatal Prescription Opioid Overdose,0
2012,51185,Tazewell,OD Death,Fatal Prescription Opioid Overdose,33.9
2012,51187,Warren,OD Death,Fatal Prescription Opioid Overdose,18.4
2012,51191,Washington,OD Death,Fatal Prescription Opioid Overdose,12.7
2012,51193,Westmoreland,OD Death,Fatal Prescription Opioid Overdose,0
2012,51195,Wise,OD Death,Fatal Prescription Opioid Overdose,29.3
2012,51197,Wythe,OD Death,Fatal Prescription Opioid Overdose,20.5
2012,51199,York,OD Death,Fatal Prescription Opioid Overdose,0
2012,51510,Alexandria,OD Death,Fatal Prescription Opioid Overdose,3.4
2012,51520,Bristol,OD Death,Fatal Prescription Opioid Overdose,28.3
2012,51530,Buena Vista City,OD Death,Fatal Prescription Opioid Overdose,29.8
2012,51540,Charlottesville,OD Death,Fatal Prescription Opioid Overdose,2.3
2012,51550,Chesapeake,OD Death,Fatal Prescription Opioid Overdose,1.8
2012,51570,Colonial Heights,OD Death,Fatal Prescription Opioid Overdose,5.7
2012,51580,Covington,OD Death,Fatal Prescription Opioid Overdose,0
2012,51590,Danville,OD Death,Fatal Prescription Opioid Overdose,2.3
2012,51595,Emporia,OD Death,Fatal Prescription Opioid Overdose,0
2012,51600,Fairfax City,OD Death,Fatal Prescription Opioid Overdose,12.8
2012,51610,Falls Church,OD Death,Fatal Prescription Opioid Overdose,0
2012,51620,Franklin City,OD Death,Fatal Prescription Opioid Overdose,0
2012,51630,Fredericksburg,OD Death,Fatal Prescription Opioid Overdose,11
2012,51640,Galax,OD Death,Fatal Prescription Opioid Overdose,0
2012,51650,Hampton,OD Death,Fatal Prescription Opioid Overdose,2.2
2012,51660,Harrisonburg,OD Death,Fatal Prescription Opioid Overdose,3.9
2012,51670,Hopewell,OD Death,Fatal Prescription Opioid Overdose,4.5
2012,51678,Lexington,OD Death,Fatal Prescription Opioid Overdose,0
2012,51680,Lynchburg,OD Death,Fatal Prescription Opioid Overdose,9.1
2012,51683,Manassas City,OD Death,Fatal Prescription Opioid Overdose,12.3
2012,51685,Manassas Park,OD Death,Fatal Prescription Opioid Overdose,0
2012,51690,Martinsville,OD Death,Fatal Prescription Opioid Overdose,7.3
2012,51700,Newport News,OD Death,Fatal Prescription Opioid Overdose,4.4
2012,51710,Norfolk,OD Death,Fatal Prescription Opioid Overdose,6.1
2012,51720,Norton,OD Death,Fatal Prescription Opioid Overdose,0
2012,51730,Petersburg,OD Death,Fatal Prescription Opioid Overdose,3.1
2012,51735,Poquoson,OD Death,Fatal Prescription Opioid Overdose,0
2012,51740,Portsmouth,OD Death,Fatal Prescription Opioid Overdose,4.1
2012,51750,Radford,OD Death,Fatal Prescription Opioid Overdose,12
2012,51760,Richmond City,OD Death,Fatal Prescription Opioid Overdose,6.2
2012,51770,Roanoke City,OD Death,Fatal Prescription Opioid Overdose,14.4
2012,51775,Salem,OD Death,Fatal Prescription Opioid Overdose,16
2012,51790,Staunton,OD Death,Fatal Prescription Opioid Overdose,4.2
2012,51800,Suffolk,OD Death,Fatal Prescription Opioid Overdose,4.7
2012,51810,Virginia Beach,OD Death,Fatal Prescription Opioid Overdose,3.4
2012,51820,Waynesboro,OD Death,Fatal Prescription Opioid Overdose,14.2
2012,51830,Williamsburg,OD Death,Fatal Prescription Opioid Overdose,6.6
2012,51840,Winchester,OD Death,Fatal Prescription Opioid Overdose,11.2
2013,51001,Accomack,ED,ED Heroin Overdose,0
2013,51003,Albemarle,ED,ED Heroin Overdose,0
2013,51005,Alleghany,ED,ED Heroin Overdose,0
2013,51007,Amelia,ED,ED Heroin Overdose,0
2013,51009,Amherst,ED,ED Heroin Overdose,0
2013,51011,Appomattox,ED,ED Heroin Overdose,0
2013,51013,Arlington,ED,ED Heroin Overdose,0
2013,51015,Augusta,ED,ED Heroin Overdose,0
2013,51017,Bath,ED,ED Heroin Overdose,0
2013,51019,Bedford,ED,ED Heroin Overdose,0
2013,51021,Bland,ED,ED Heroin Overdose,0
2013,51023,Botetourt,ED,ED Heroin Overdose,0
2013,51025,Brunswick,ED,ED Heroin Overdose,0
2013,51027,Buchanan,ED,ED Heroin Overdose,0
2013,51029,Buckingham,ED,ED Heroin Overdose,0
2013,51031,Campbell,ED,ED Heroin Overdose,0
2013,51033,Caroline,ED,ED Heroin Overdose,0
2013,51035,Carroll,ED,ED Heroin Overdose,0
2013,51036,Charles City,ED,ED Heroin Overdose,0
2013,51037,Charlotte,ED,ED Heroin Overdose,0
2013,51041,Chesterfield,ED,ED Heroin Overdose,0
2013,51043,Clarke,ED,ED Heroin Overdose,0
2013,51045,Craig,ED,ED Heroin Overdose,0
2013,51047,Culpeper,ED,ED Heroin Overdose,0
2013,51049,Cumberland,ED,ED Heroin Overdose,0
2013,51051,Dickenson,ED,ED Heroin Overdose,0
2013,51053,Dinwiddie,ED,ED Heroin Overdose,0
2013,51057,Essex,ED,ED Heroin Overdose,0
2013,51059,Fairfax,ED,ED Heroin Overdose,0
2013,51061,Fauquier,ED,ED Heroin Overdose,0
2013,51063,Floyd,ED,ED Heroin Overdose,0
2013,51065,Fluvanna,ED,ED Heroin Overdose,0
2013,51067,Franklin County,ED,ED Heroin Overdose,0
2013,51069,Frederick,ED,ED Heroin Overdose,0
2013,51071,Giles,ED,ED Heroin Overdose,0
2013,51073,Gloucester,ED,ED Heroin Overdose,0
2013,51075,Goochland,ED,ED Heroin Overdose,0
2013,51077,Grayson,ED,ED Heroin Overdose,0
2013,51079,Greene,ED,ED Heroin Overdose,0
2013,51081,Greensville,ED,ED Heroin Overdose,0
2013,51083,Halifax,ED,ED Heroin Overdose,0
2013,51085,Hanover,ED,ED Heroin Overdose,0
2013,51087,Henrico,ED,ED Heroin Overdose,0
2013,51089,Henry,ED,ED Heroin Overdose,0
2013,51091,Highland,ED,ED Heroin Overdose,0
2013,51093,Isle of Wight,ED,ED Heroin Overdose,0
2013,51095,James City,ED,ED Heroin Overdose,0
2013,51097,King and Queen,ED,ED Heroin Overdose,0
2013,51099,King George,ED,ED Heroin Overdose,0
2013,51101,King William,ED,ED Heroin Overdose,0
2013,51103,Lancaster,ED,ED Heroin Overdose,0
2013,51105,Lee,ED,ED Heroin Overdose,0
2013,51107,Loudoun,ED,ED Heroin Overdose,0
2013,51109,Louisa,ED,ED Heroin Overdose,0
2013,51111,Lunenburg,ED,ED Heroin Overdose,0
2013,51113,Madison,ED,ED Heroin Overdose,0
2013,51115,Mathews,ED,ED Heroin Overdose,0
2013,51117,Mecklenburg,ED,ED Heroin Overdose,0
2013,51119,Middlesex,ED,ED Heroin Overdose,0
2013,51121,Montgomery,ED,ED Heroin Overdose,0
2013,51125,Nelson,ED,ED Heroin Overdose,0
2013,51127,New Kent,ED,ED Heroin Overdose,0
2013,51131,Northampton,ED,ED Heroin Overdose,0
2013,51133,Northumberland,ED,ED Heroin Overdose,0
2013,51135,Nottoway,ED,ED Heroin Overdose,0
2013,51137,Orange,ED,ED Heroin Overdose,0
2013,51139,Page,ED,ED Heroin Overdose,0
2013,51141,Patrick,ED,ED Heroin Overdose,0
2013,51143,Pittsylvania,ED,ED Heroin Overdose,0
2013,51145,Powhatan,ED,ED Heroin Overdose,0
2013,51147,Prince Edward,ED,ED Heroin Overdose,0
2013,51149,Prince George,ED,ED Heroin Overdose,0
2013,51153,Prince William,ED,ED Heroin Overdose,0
2013,51155,Pulaski,ED,ED Heroin Overdose,0
2013,51157,Rappahannock,ED,ED Heroin Overdose,0
2013,51159,Richmond County,ED,ED Heroin Overdose,0
2013,51161,Roanoke County,ED,ED Heroin Overdose,0
2013,51163,Rockbridge,ED,ED Heroin Overdose,0
2013,51165,Rockingham,ED,ED Heroin Overdose,0
2013,51167,Russell,ED,ED Heroin Overdose,0
2013,51169,Scott,ED,ED Heroin Overdose,0
2013,51171,Shenandoah,ED,ED Heroin Overdose,0
2013,51173,Smyth,ED,ED Heroin Overdose,0
2013,51175,Southampton,ED,ED Heroin Overdose,0
2013,51177,Spotsylvania,ED,ED Heroin Overdose,0
2013,51179,Stafford,ED,ED Heroin Overdose,0
2013,51181,Surry,ED,ED Heroin Overdose,0
2013,51183,Sussex,ED,ED Heroin Overdose,0
2013,51185,Tazewell,ED,ED Heroin Overdose,0
2013,51187,Warren,ED,ED Heroin Overdose,0
2013,51191,Washington,ED,ED Heroin Overdose,0
2013,51193,Westmoreland,ED,ED Heroin Overdose,0
2013,51195,Wise,ED,ED Heroin Overdose,0
2013,51197,Wythe,ED,ED Heroin Overdose,0
2013,51199,York,ED,ED Heroin Overdose,0
2013,51510,Alexandria,ED,ED Heroin Overdose,0
2013,51520,Bristol,ED,ED Heroin Overdose,0
2013,51530,Buena Vista City,ED,ED Heroin Overdose,0
2013,51540,Charlottesville,ED,ED Heroin Overdose,0
2013,51550,Chesapeake,ED,ED Heroin Overdose,0
2013,51570,Colonial Heights,ED,ED Heroin Overdose,0
2013,51580,Covington,ED,ED Heroin Overdose,0
2013,51590,Danville,ED,ED Heroin Overdose,0
2013,51595,Emporia,ED,ED Heroin Overdose,0
2013,51600,Fairfax City,ED,ED Heroin Overdose,0
2013,51610,Falls Church,ED,ED Heroin Overdose,0
2013,51620,Franklin City,ED,ED Heroin Overdose,0
2013,51630,Fredericksburg,ED,ED Heroin Overdose,0
2013,51640,Galax,ED,ED Heroin Overdose,0
2013,51650,Hampton,ED,ED Heroin Overdose,0
2013,51660,Harrisonburg,ED,ED Heroin Overdose,0
2013,51670,Hopewell,ED,ED Heroin Overdose,0
2013,51678,Lexington,ED,ED Heroin Overdose,0
2013,51680,Lynchburg,ED,ED Heroin Overdose,0
2013,51683,Manassas City,ED,ED Heroin Overdose,0
2013,51685,Manassas Park,ED,ED Heroin Overdose,0
2013,51690,Martinsville,ED,ED Heroin Overdose,0
2013,51700,Newport News,ED,ED Heroin Overdose,0
2013,51710,Norfolk,ED,ED Heroin Overdose,0
2013,51720,Norton,ED,ED Heroin Overdose,0
2013,51730,Petersburg,ED,ED Heroin Overdose,0
2013,51735,Poquoson,ED,ED Heroin Overdose,0
2013,51740,Portsmouth,ED,ED Heroin Overdose,0
2013,51750,Radford,ED,ED Heroin Overdose,0
2013,51760,Richmond City,ED,ED Heroin Overdose,0
2013,51770,Roanoke City,ED,ED Heroin Overdose,0
2013,51775,Salem,ED,ED Heroin Overdose,0
2013,51790,Staunton,ED,ED Heroin Overdose,0
2013,51800,Suffolk,ED,ED Heroin Overdose,0
2013,51810,Virginia Beach,ED,ED Heroin Overdose,0
2013,51820,Waynesboro,ED,ED Heroin Overdose,0
2013,51830,Williamsburg,ED,ED Heroin Overdose,0
2013,51840,Winchester,ED,ED Heroin Overdose,0
2013,51001,Accomack,ED,ED Opioid Overdose,0
2013,51003,Albemarle,ED,ED Opioid Overdose,0
2013,51005,Alleghany,ED,ED Opioid Overdose,0
2013,51007,Amelia,ED,ED Opioid Overdose,0
2013,51009,Amherst,ED,ED Opioid Overdose,0
2013,51011,Appomattox,ED,ED Opioid Overdose,0
2013,51013,Arlington,ED,ED Opioid Overdose,0
2013,51015,Augusta,ED,ED Opioid Overdose,0
2013,51017,Bath,ED,ED Opioid Overdose,0
2013,51019,Bedford,ED,ED Opioid Overdose,0
2013,51021,Bland,ED,ED Opioid Overdose,0
2013,51023,Botetourt,ED,ED Opioid Overdose,0
2013,51025,Brunswick,ED,ED Opioid Overdose,0
2013,51027,Buchanan,ED,ED Opioid Overdose,0
2013,51029,Buckingham,ED,ED Opioid Overdose,0
2013,51031,Campbell,ED,ED Opioid Overdose,0
2013,51033,Caroline,ED,ED Opioid Overdose,0
2013,51035,Carroll,ED,ED Opioid Overdose,0
2013,51036,Charles City,ED,ED Opioid Overdose,0
2013,51037,Charlotte,ED,ED Opioid Overdose,0
2013,51041,Chesterfield,ED,ED Opioid Overdose,0
2013,51043,Clarke,ED,ED Opioid Overdose,0
2013,51045,Craig,ED,ED Opioid Overdose,0
2013,51047,Culpeper,ED,ED Opioid Overdose,0
2013,51049,Cumberland,ED,ED Opioid Overdose,0
2013,51051,Dickenson,ED,ED Opioid Overdose,0
2013,51053,Dinwiddie,ED,ED Opioid Overdose,0
2013,51057,Essex,ED,ED Opioid Overdose,0
2013,51059,Fairfax,ED,ED Opioid Overdose,0
2013,51061,Fauquier,ED,ED Opioid Overdose,0
2013,51063,Floyd,ED,ED Opioid Overdose,0
2013,51065,Fluvanna,ED,ED Opioid Overdose,0
2013,51067,Franklin County,ED,ED Opioid Overdose,0
2013,51069,Frederick,ED,ED Opioid Overdose,0
2013,51071,Giles,ED,ED Opioid Overdose,0
2013,51073,Gloucester,ED,ED Opioid Overdose,0
2013,51075,Goochland,ED,ED Opioid Overdose,0
2013,51077,Grayson,ED,ED Opioid Overdose,0
2013,51079,Greene,ED,ED Opioid Overdose,0
2013,51081,Greensville,ED,ED Opioid Overdose,0
2013,51083,Halifax,ED,ED Opioid Overdose,0
2013,51085,Hanover,ED,ED Opioid Overdose,0
2013,51087,Henrico,ED,ED Opioid Overdose,0
2013,51089,Henry,ED,ED Opioid Overdose,0
2013,51091,Highland,ED,ED Opioid Overdose,0
2013,51093,Isle of Wight,ED,ED Opioid Overdose,0
2013,51095,James City,ED,ED Opioid Overdose,0
2013,51097,King and Queen,ED,ED Opioid Overdose,0
2013,51099,King George,ED,ED Opioid Overdose,0
2013,51101,King William,ED,ED Opioid Overdose,0
2013,51103,Lancaster,ED,ED Opioid Overdose,0
2013,51105,Lee,ED,ED Opioid Overdose,0
2013,51107,Loudoun,ED,ED Opioid Overdose,0
2013,51109,Louisa,ED,ED Opioid Overdose,0
2013,51111,Lunenburg,ED,ED Opioid Overdose,0
2013,51113,Madison,ED,ED Opioid Overdose,0
2013,51115,Mathews,ED,ED Opioid Overdose,0
2013,51117,Mecklenburg,ED,ED Opioid Overdose,0
2013,51119,Middlesex,ED,ED Opioid Overdose,0
2013,51121,Montgomery,ED,ED Opioid Overdose,0
2013,51125,Nelson,ED,ED Opioid Overdose,0
2013,51127,New Kent,ED,ED Opioid Overdose,0
2013,51131,Northampton,ED,ED Opioid Overdose,0
2013,51133,Northumberland,ED,ED Opioid Overdose,0
2013,51135,Nottoway,ED,ED Opioid Overdose,0
2013,51137,Orange,ED,ED Opioid Overdose,0
2013,51139,Page,ED,ED Opioid Overdose,0
2013,51141,Patrick,ED,ED Opioid Overdose,0
2013,51143,Pittsylvania,ED,ED Opioid Overdose,0
2013,51145,Powhatan,ED,ED Opioid Overdose,0
2013,51147,Prince Edward,ED,ED Opioid Overdose,0
2013,51149,Prince George,ED,ED Opioid Overdose,0
2013,51153,Prince William,ED,ED Opioid Overdose,0
2013,51155,Pulaski,ED,ED Opioid Overdose,0
2013,51157,Rappahannock,ED,ED Opioid Overdose,0
2013,51159,Richmond County,ED,ED Opioid Overdose,0
2013,51161,Roanoke County,ED,ED Opioid Overdose,0
2013,51163,Rockbridge,ED,ED Opioid Overdose,0
2013,51165,Rockingham,ED,ED Opioid Overdose,0
2013,51167,Russell,ED,ED Opioid Overdose,0
2013,51169,Scott,ED,ED Opioid Overdose,0
2013,51171,Shenandoah,ED,ED Opioid Overdose,0
2013,51173,Smyth,ED,ED Opioid Overdose,0
2013,51175,Southampton,ED,ED Opioid Overdose,0
2013,51177,Spotsylvania,ED,ED Opioid Overdose,0
2013,51179,Stafford,ED,ED Opioid Overdose,0
2013,51181,Surry,ED,ED Opioid Overdose,0
2013,51183,Sussex,ED,ED Opioid Overdose,0
2013,51185,Tazewell,ED,ED Opioid Overdose,0
2013,51187,Warren,ED,ED Opioid Overdose,0
2013,51191,Washington,ED,ED Opioid Overdose,0
2013,51193,Westmoreland,ED,ED Opioid Overdose,0
2013,51195,Wise,ED,ED Opioid Overdose,0
2013,51197,Wythe,ED,ED Opioid Overdose,0
2013,51199,York,ED,ED Opioid Overdose,0
2013,51510,Alexandria,ED,ED Opioid Overdose,0
2013,51520,Bristol,ED,ED Opioid Overdose,0
2013,51530,Buena Vista City,ED,ED Opioid Overdose,0
2013,51540,Charlottesville,ED,ED Opioid Overdose,0
2013,51550,Chesapeake,ED,ED Opioid Overdose,0
2013,51570,Colonial Heights,ED,ED Opioid Overdose,0
2013,51580,Covington,ED,ED Opioid Overdose,0
2013,51590,Danville,ED,ED Opioid Overdose,0
2013,51595,Emporia,ED,ED Opioid Overdose,0
2013,51600,Fairfax City,ED,ED Opioid Overdose,0
2013,51610,Falls Church,ED,ED Opioid Overdose,0
2013,51620,Franklin City,ED,ED Opioid Overdose,0
2013,51630,Fredericksburg,ED,ED Opioid Overdose,0
2013,51640,Galax,ED,ED Opioid Overdose,0
2013,51650,Hampton,ED,ED Opioid Overdose,0
2013,51660,Harrisonburg,ED,ED Opioid Overdose,0
2013,51670,Hopewell,ED,ED Opioid Overdose,0
2013,51678,Lexington,ED,ED Opioid Overdose,0
2013,51680,Lynchburg,ED,ED Opioid Overdose,0
2013,51683,Manassas City,ED,ED Opioid Overdose,0
2013,51685,Manassas Park,ED,ED Opioid Overdose,0
2013,51690,Martinsville,ED,ED Opioid Overdose,0
2013,51700,Newport News,ED,ED Opioid Overdose,0
2013,51710,Norfolk,ED,ED Opioid Overdose,0
2013,51720,Norton,ED,ED Opioid Overdose,0
2013,51730,Petersburg,ED,ED Opioid Overdose,0
2013,51735,Poquoson,ED,ED Opioid Overdose,0
2013,51740,Portsmouth,ED,ED Opioid Overdose,0
2013,51750,Radford,ED,ED Opioid Overdose,0
2013,51760,Richmond City,ED,ED Opioid Overdose,0
2013,51770,Roanoke City,ED,ED Opioid Overdose,0
2013,51775,Salem,ED,ED Opioid Overdose,0
2013,51790,Staunton,ED,ED Opioid Overdose,0
2013,51800,Suffolk,ED,ED Opioid Overdose,0
2013,51810,Virginia Beach,ED,ED Opioid Overdose,0
2013,51820,Waynesboro,ED,ED Opioid Overdose,0
2013,51830,Williamsburg,ED,ED Opioid Overdose,0
2013,51840,Winchester,ED,ED Opioid Overdose,0
2013,51001,Accomack,EMS,EMS Narcan,12.1
2013,51003,Albemarle,EMS,EMS Narcan,7.8
